"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.71124551070624,0.809,0.143,0,"TUBA1A+ ductal cell","GC"
0,2.59821441228408,0.822,0.179,0,"TUBA1A+ ductal cell","GPC6"
0,3.16165835921864,0.888,0.245,0,"TUBA1A+ ductal cell","HS6ST3"
0,3.72276585138641,0.934,0.331,0,"TUBA1A+ ductal cell","VGF"
0,2.35100120346078,0.859,0.271,0,"TUBA1A+ ductal cell","RGS7"
0,2.84843544553868,0.893,0.317,0,"TUBA1A+ ductal cell","PCSK2"
0,2.66027468042542,0.911,0.377,0,"TUBA1A+ ductal cell","CACNB2"
0,3.35786921996091,0.792,0.26,0,"TUBA1A+ ductal cell","TM4SF4"
0,2.17126215275358,0.981,0.702,0,"TUBA1A+ ductal cell","CHGB"
0,2.17830919965558,0.964,0.693,0,"TUBA1A+ ductal cell","CLU"
0,2.72689555723282,1,0.997,0,"TUBA1A+ ductal cell","TTR"
0,3.53351840879083,0.999,0.998,0,"TUBA1A+ ductal cell","GCG"
4.05133829589822e-322,3.25702269200121,0.649,0.092,1.35873783767835e-317,"TUBA1A+ ductal cell","F10"
2.33801744924995e-319,2.86647587529888,0.83,0.342,7.84124292129447e-315,"TUBA1A+ ductal cell","SLC7A2"
1.6608453037826e-309,1.85613494889521,0.926,0.503,5.5701429798261e-305,"TUBA1A+ ductal cell","CHGA"
1.9208361725128e-308,2.43555722418725,0.826,0.328,6.44210035537344e-304,"TUBA1A+ ductal cell","TMEM176B"
4.70095609827096e-304,1.53068171782559,0.99,0.7,1.57660665625906e-299,"TUBA1A+ ductal cell","SCG5"
7.26252953428361e-302,3.69066205079686,0.586,0.067,2.43570715520791e-297,"TUBA1A+ ductal cell","FSTL5"
8.97278399083924e-296,3.32357749609745,0.694,0.164,3.00929229484767e-291,"TUBA1A+ ductal cell","PDE3B"
4.10380078438129e-290,3.62937808799296,0.561,0.06,1.3763327070658e-285,"TUBA1A+ ductal cell","PAPPA2"
1.89161039470876e-289,2.42835482217646,0.821,0.34,6.34408294177423e-285,"TUBA1A+ ductal cell","PAK3"
3.15308912389147e-280,2.89189350670376,0.786,0.295,1.05748303037072e-275,"TUBA1A+ ductal cell","PALLD"
5.23996861986046e-279,2.18294081130773,0.853,0.352,1.7573806757288e-274,"TUBA1A+ ductal cell","PTPRN2"
1.97678245688043e-277,1.5198511619221,0.988,0.647,6.62973300388558e-273,"TUBA1A+ ductal cell","CPE"
2.55343329352612e-273,3.09911638248291,0.662,0.147,8.56370457982791e-269,"TUBA1A+ ductal cell","RFX6"
3.79648334811225e-269,2.99871062264777,0.627,0.12,1.27326458528989e-264,"TUBA1A+ ductal cell","FAP"
1.16656053880021e-266,1.93295606386346,0.877,0.363,3.91241073502813e-262,"TUBA1A+ ductal cell","PDE4D"
1.21940215388153e-265,2.77308517751464,0.78,0.303,4.08963094368788e-261,"TUBA1A+ ductal cell","GLS"
7.45231554325463e-259,2.62921258642431,0.831,0.492,2.49935758689674e-254,"TUBA1A+ ductal cell","ALDH1A1"
2.63797641029655e-256,1.2892213416328,0.991,0.753,8.84724528485256e-252,"TUBA1A+ ductal cell","PCSK1N"
3.54799235456826e-256,2.75976153337826,0.75,0.308,1.1899256758751e-251,"TUBA1A+ ductal cell","CRYBA2"
6.43879774411967e-254,2.8397754560109,0.628,0.134,2.15944398742285e-249,"TUBA1A+ ductal cell","GRIA3"
2.47047780634199e-251,4.96768383881527,0.442,0.027,8.28548846690976e-247,"TUBA1A+ ductal cell","PTPRT"
1.13219068631602e-246,3.52135226469125,0.563,0.103,3.79714112376665e-242,"TUBA1A+ ductal cell","RGS4"
1.21220342853497e-242,2.21416195806421,0.877,0.53,4.06548785862057e-238,"TUBA1A+ ductal cell","ELL2"
5.56749265815443e-238,3.38668661443655,0.453,0.035,1.86722568769183e-233,"TUBA1A+ ductal cell","SPOCK3"
1.29702957823276e-237,2.28087309308565,0.776,0.328,4.34997779947702e-233,"TUBA1A+ ductal cell","ARFGEF3"
2.9382753852047e-236,2.87286639703808,0.702,0.254,9.85438798689954e-232,"TUBA1A+ ductal cell","PDK4"
1.60809257077557e-235,3.01940044127559,0.579,0.117,5.39322086386711e-231,"TUBA1A+ ductal cell","MTMR7"
2.74266773628017e-234,1.40175512848918,0.93,0.722,9.19835905393645e-230,"TUBA1A+ ductal cell","SPINT2"
4.92082598846108e-234,1.68192735338657,0.841,0.332,1.65034662001008e-229,"TUBA1A+ ductal cell","RIMS2"
1.65655717912194e-233,1.43009871049209,0.953,0.772,5.55576146733916e-229,"TUBA1A+ ductal cell","CD99"
1.36772772830342e-232,2.3135691175067,0.558,0.092,4.587085255184e-228,"TUBA1A+ ductal cell","SLC35F4"
1.90388597712298e-232,2.47916501322074,0.681,0.205,6.38525279007505e-228,"TUBA1A+ ductal cell","CNTN1"
2.09914148069153e-232,4.36466864630654,0.446,0.039,7.04010069794327e-228,"TUBA1A+ ductal cell","BTBD11"
7.11558642951401e-232,3.02191835430194,0.549,0.093,2.38642537673041e-227,"TUBA1A+ ductal cell","SNTG1"
3.75229156582345e-231,1.67683792814304,0.926,0.622,1.25844354534587e-226,"TUBA1A+ ductal cell","PAM"
2.73475144367906e-227,2.62929964653513,0.63,0.168,9.17180939181084e-223,"TUBA1A+ ductal cell","KCNJ6"
9.59394431477114e-225,3.18438525181812,0.512,0.076,3.21761704428794e-220,"TUBA1A+ ductal cell","GALNT13"
1.80280724285785e-224,4.36006200978274,0.425,0.033,6.04625493109665e-220,"TUBA1A+ ductal cell","IRX2"
1.87786906152043e-223,3.72560899903985,0.456,0.05,6.29799725852722e-219,"TUBA1A+ ductal cell","PPP2R2B"
2.38877758121011e-223,3.62790889409112,0.452,0.045,8.01148225186248e-219,"TUBA1A+ ductal cell","POU6F2"
1.49209171159814e-220,2.05349111351291,0.792,0.406,5.00417718235783e-216,"TUBA1A+ ductal cell","GPX3"
7.31416230944395e-215,3.00528000097695,0.552,0.12,2.45302375534131e-210,"TUBA1A+ ductal cell","SMOC1"
3.92136573638528e-213,2.18988096926605,0.8,0.386,1.31514764066889e-208,"TUBA1A+ ductal cell","SCG2"
5.13806180905215e-211,3.97563320705553,0.426,0.043,1.72320316951991e-206,"TUBA1A+ ductal cell","C5orf38"
3.34693985667521e-209,2.48539068338852,0.562,0.116,1.12249668913173e-204,"TUBA1A+ ductal cell","DSCAM"
5.29844782974608e-209,2.95754377676842,0.615,0.179,1.77699343314024e-204,"TUBA1A+ ductal cell","TMEM178B"
2.39193801661772e-207,4.94994182427344,0.377,0.023,8.0220817201325e-203,"TUBA1A+ ductal cell","TMEM236"
2.15518230078553e-206,3.25981331084654,0.468,0.066,7.22805040037451e-202,"TUBA1A+ ductal cell","MMP16"
1.67137904249775e-204,1.92939363636115,0.738,0.284,5.60547103272894e-200,"TUBA1A+ ductal cell","SNAP25"
2.17611655982496e-203,2.18087481228698,0.686,0.271,7.29825971834095e-199,"TUBA1A+ ductal cell","TMEM176A"
2.37312722435085e-200,2.59032447218612,0.591,0.157,7.95899408502788e-196,"TUBA1A+ ductal cell","PDZD2"
5.12618826090871e-195,1.06765279975541,0.741,0.27,1.71922101894356e-190,"TUBA1A+ ductal cell","DPP6"
3.68887721511502e-189,1.88495226639567,0.676,0.232,1.23717564040528e-184,"TUBA1A+ ductal cell","NRXN1"
5.35095798458826e-188,2.99400034363902,0.491,0.101,1.79460428887121e-183,"TUBA1A+ ductal cell","AC006369.1"
5.10257417495706e-185,1.6398066857519,0.755,0.3,1.7113013267971e-180,"TUBA1A+ ductal cell","CACNA1C"
6.79679587859228e-185,1.36258821672272,0.863,0.444,2.27950940176228e-180,"TUBA1A+ ductal cell","PTPRN"
1.80767648979831e-184,2.07396834245392,0.637,0.204,6.06258541148556e-180,"TUBA1A+ ductal cell","SLC35F3"
3.30139523608276e-184,1.20535046996748,0.85,0.411,1.10722193427744e-179,"TUBA1A+ ductal cell","MAGI2"
8.39827446589317e-184,2.50942905649574,0.572,0.158,2.81661329037125e-179,"TUBA1A+ ductal cell","ZDHHC14"
7.48312508603859e-183,3.95339838495614,0.426,0.065,2.50969049135562e-178,"TUBA1A+ ductal cell","MRC1"
4.93046830206326e-181,1.69195950057272,0.766,0.354,1.65358045914597e-176,"TUBA1A+ ductal cell","SDK1"
2.59419601617232e-178,2.43549752980584,0.593,0.19,8.70041459903871e-174,"TUBA1A+ ductal cell","MOB1B"
2.78276802323014e-177,4.14042300656564,0.355,0.03,9.33284739630924e-173,"TUBA1A+ ductal cell","AJ009632.2"
8.00848955113486e-176,2.34569466048943,0.649,0.279,2.68588722565961e-171,"TUBA1A+ ductal cell","PEMT"
1.02834156467775e-175,1.91824012117655,0.661,0.233,3.44885193961624e-171,"TUBA1A+ ductal cell","ST18"
9.96860566432195e-175,1.40400052220887,0.802,0.367,3.34327096770029e-170,"TUBA1A+ ductal cell","KCNMA1"
2.3938040580027e-174,2.65850774995272,0.574,0.175,8.02834004972944e-170,"TUBA1A+ ductal cell","EDIL3"
3.987383396454e-167,1.58001485260188,0.659,0.226,1.33728864350274e-162,"TUBA1A+ ductal cell","TMEM132D"
1.16964242068979e-166,3.39294288371405,0.405,0.064,3.92274675050942e-162,"TUBA1A+ ductal cell","SLC38A4"
7.13239539110065e-166,4.80589692048125,0.345,0.035,2.39206276626734e-161,"TUBA1A+ ductal cell","LOXL4"
1.19338366857617e-165,3.5559690581507,0.372,0.046,4.00237014767075e-161,"TUBA1A+ ductal cell","KCNJ3"
1.63167914642828e-165,2.32802409275732,0.507,0.123,5.47232552129118e-161,"TUBA1A+ ductal cell","LRRTM4"
1.52024526493538e-164,2.17933073194798,0.602,0.2,5.09859856954027e-160,"TUBA1A+ ductal cell","SOX5"
3.56449262452425e-162,1.31865852670431,0.843,0.499,1.19545953641294e-157,"TUBA1A+ ductal cell","BEX1"
5.15038820394099e-162,2.3062553538273,0.543,0.162,1.72733719583773e-157,"TUBA1A+ ductal cell","GCH1"
1.07092704742524e-160,1.38967736130807,0.752,0.316,3.59167513165476e-156,"TUBA1A+ ductal cell","CADPS"
7.76114779185369e-160,1.87188095566627,0.593,0.192,2.60293374643189e-155,"TUBA1A+ ductal cell","CNTN4"
7.33219676109676e-157,1.70107522820425,0.722,0.317,2.45907214973663e-152,"TUBA1A+ ductal cell","LIMCH1"
1.01504058759596e-156,1.79376023250601,0.735,0.368,3.40424312267932e-152,"TUBA1A+ ductal cell","SSBP2"
1.22069926944654e-156,3.27735810236998,0.36,0.046,4.09398120986982e-152,"TUBA1A+ ductal cell","PLPPR1"
3.03505615012963e-154,1.69582346438353,0.666,0.299,1.01789713163047e-149,"TUBA1A+ ductal cell","KIAA1324"
3.48292322338955e-154,2.1519511601935,0.534,0.158,1.16810279066039e-149,"TUBA1A+ ductal cell","CHST9"
6.57984241106835e-153,3.01579957128175,0.411,0.078,2.2067475478241e-148,"TUBA1A+ ductal cell","PTPRD"
2.18874235714518e-152,2.9572515098135,0.421,0.087,7.34060411739351e-148,"TUBA1A+ ductal cell","SSX2IP"
4.92502977904999e-150,3.14055335294822,0.392,0.068,1.65175648729779e-145,"TUBA1A+ ductal cell","CDH10"
5.50981919712186e-149,2.17123752201904,0.392,0.064,1.84788316233073e-144,"TUBA1A+ ductal cell","APOH"
6.78781126097593e-148,4.19967955470511,0.288,0.018,2.27649614070611e-143,"TUBA1A+ ductal cell","AL591501.1"
1.21539584981116e-146,1.17697917730518,0.821,0.501,4.07619460109669e-142,"TUBA1A+ ductal cell","TUSC3"
1.73761019085718e-146,1.99497492931282,0.584,0.203,5.82759705809682e-142,"TUBA1A+ ductal cell","DACH1"
1.14800684375023e-145,2.18773317826193,0.558,0.217,3.85018535256952e-141,"TUBA1A+ ductal cell","FXYD3"
1.83445623652217e-144,1.8173558501674,0.585,0.203,6.15239932604807e-140,"TUBA1A+ ductal cell","NPAS3"
3.36717304554488e-144,1.46539440652589,0.643,0.25,1.12928249601484e-139,"TUBA1A+ ductal cell","CACNA1D"
6.46439553661468e-144,2.11784616222637,0.671,0.335,2.16802897506983e-139,"TUBA1A+ ductal cell","RPS6KA3"
4.26227474961598e-142,1.98727924371578,0.662,0.304,1.42948170552621e-137,"TUBA1A+ ductal cell","PRKCE"
1.22374233057011e-141,2.1996782485803,0.526,0.173,4.10418702826605e-137,"TUBA1A+ ductal cell","SH3GL2"
5.7420986375725e-141,2.42405732970295,0.471,0.136,1.92578504106907e-136,"TUBA1A+ ductal cell","A1CF"
1.75907920864958e-139,1.84615451475052,0.591,0.226,5.89959984996895e-135,"TUBA1A+ ductal cell","PAX6"
5.2917489161004e-139,2.43222052908698,0.421,0.094,1.77474675148175e-134,"TUBA1A+ ductal cell","SMIM24"
1.79281284354068e-137,1.4324357054126,0.634,0.253,6.01273571466672e-133,"TUBA1A+ ductal cell","CACNA1A"
2.27788666365081e-137,1.43306724972221,0.703,0.359,7.63957629255208e-133,"TUBA1A+ ductal cell","TMOD1"
9.82348813318423e-137,1.15103950454671,0.845,0.565,3.29460145010733e-132,"TUBA1A+ ductal cell","TPD52"
3.41345172350203e-136,1.4653730308674,0.676,0.326,1.14480343902811e-131,"TUBA1A+ ductal cell","SLC30A8"
5.64980965961025e-136,2.22339818783526,0.445,0.107,1.89483316364009e-131,"TUBA1A+ ductal cell","HECW2"
7.17039359559862e-136,3.97215870882068,0.288,0.026,2.40480660409187e-131,"TUBA1A+ ductal cell","STK32B"
3.5222453561558e-135,1.37210484216401,0.63,0.245,1.18129064754753e-130,"TUBA1A+ ductal cell","KCNB2"
5.78643588723997e-135,1.5174623016322,0.679,0.326,1.94065486786254e-130,"TUBA1A+ ductal cell","QPCT"
7.29335184330793e-135,2.93786099773652,0.375,0.073,2.44604434120861e-130,"TUBA1A+ ductal cell","MUC13"
1.11778860562539e-134,1.81490568069004,0.666,0.348,3.74883942554645e-130,"TUBA1A+ ductal cell","FXYD5"
2.86547509635147e-134,1.32821764473627,0.768,0.503,9.61023037814357e-130,"TUBA1A+ ductal cell","EMC10"
4.99635800059808e-134,2.92389379452461,0.411,0.098,1.67567854624058e-129,"TUBA1A+ ductal cell","DMD"
1.3569011222346e-133,3.28100923284271,0.362,0.068,4.55077498375041e-129,"TUBA1A+ ductal cell","PLCE1"
3.38696992812554e-133,1.62602792089761,0.576,0.207,1.13592197449474e-128,"TUBA1A+ ductal cell","NOL4"
5.12267874329858e-133,3.69663007935037,0.285,0.027,1.71804399692748e-128,"TUBA1A+ ductal cell","ARX"
8.30222754778088e-133,1.63041699702035,0.683,0.36,2.78440107497475e-128,"TUBA1A+ ductal cell","PAPSS2"
2.38163846473682e-132,3.99488817533416,0.274,0.022,7.98753908303435e-128,"TUBA1A+ ductal cell","DPP4"
1.79855761918537e-131,2.15515474116463,0.51,0.181,6.0320025432239e-127,"TUBA1A+ ductal cell","SLC22A17"
4.08641722301446e-131,1.14970101582275,0.771,0.378,1.37050260825459e-126,"TUBA1A+ ductal cell","SCG3"
9.34208857561558e-131,1.83817765143244,0.599,0.26,3.13314966648995e-126,"TUBA1A+ ductal cell","GNG4"
1.93357039020601e-130,3.87770402891981,0.274,0.023,6.48480837467292e-126,"TUBA1A+ ductal cell","SYNDIG1"
3.57845356883642e-129,1.67317571952021,0.693,0.354,1.20014175791636e-124,"TUBA1A+ ductal cell","SIPA1L3"
8.80922855426324e-128,1.8160156129231,0.586,0.247,2.95443907252881e-123,"TUBA1A+ ductal cell","PHTF2"
9.57041967463619e-128,1.69711770797459,0.608,0.285,3.20972735047949e-123,"TUBA1A+ ductal cell","SEZ6L2"
1.46418902825747e-127,1.77971610742371,0.554,0.207,4.91059716296991e-123,"TUBA1A+ ductal cell","RTN1"
1.70973350159491e-126,1.93143192474993,0.53,0.198,5.73410421764902e-122,"TUBA1A+ ductal cell","ENPP2"
1.40034942419578e-125,2.41089523360618,0.357,0.068,4.6964918988678e-121,"TUBA1A+ ductal cell","SNTG2"
1.68317441050839e-125,1.87703433151437,0.588,0.25,5.64503033796303e-121,"TUBA1A+ ductal cell","ABLIM1"
1.64812976822624e-124,3.02888991351403,0.379,0.088,5.52749761667716e-120,"TUBA1A+ ductal cell","CAMK2G"
1.12230172758873e-121,1.54059292613218,0.652,0.335,3.7639755339871e-117,"TUBA1A+ ductal cell","QDPR"
2.69648653016918e-121,1.59134159765177,0.58,0.227,9.04347652488138e-117,"TUBA1A+ ductal cell","MAPK10"
2.07148864296333e-120,2.11749578208006,0.471,0.153,6.94735861077041e-116,"TUBA1A+ ductal cell","MYH10"
2.43680489283075e-120,1.49075249439825,0.645,0.298,8.17255624957577e-116,"TUBA1A+ ductal cell","NEBL"
7.77588271394945e-120,2.9843155882901,0.299,0.042,2.60787554460437e-115,"TUBA1A+ ductal cell","KCNIP1"
1.21025252220259e-118,2.20609130786644,0.411,0.107,4.05894490896305e-114,"TUBA1A+ ductal cell","GRIK2"
1.58543627062147e-117,2.46360864342259,0.419,0.121,5.31723616441029e-113,"TUBA1A+ ductal cell","PDK3"
8.00097060265554e-116,2.54511736469667,0.386,0.098,2.68336552071861e-111,"TUBA1A+ ductal cell","RNF150"
1.76451756984084e-115,2.07909670357438,0.446,0.134,5.91783902573222e-111,"TUBA1A+ ductal cell","SAMD5"
1.11875612997006e-114,1.95057845978411,0.458,0.143,3.7520843086936e-110,"TUBA1A+ ductal cell","PCDH17"
1.28800534044472e-114,2.19610268145828,0.399,0.107,4.31971231078352e-110,"TUBA1A+ ductal cell","AL022068.1"
9.19800095236648e-113,1.69832526337064,0.452,0.144,3.08482555940467e-108,"TUBA1A+ ductal cell","SERPINE2"
2.7846730548802e-112,1.40190527143324,0.729,0.418,9.33923649145721e-108,"TUBA1A+ ductal cell","ARL15"
4.55215288592914e-112,2.39334133760971,0.329,0.064,1.52670103488292e-107,"TUBA1A+ ductal cell","CDH18"
1.93604897608943e-111,1.42903032935985,0.496,0.169,6.49312105600872e-107,"TUBA1A+ ductal cell","NCAM1"
4.16652304226085e-111,2.62403697799689,0.389,0.108,1.39736849791344e-106,"TUBA1A+ ductal cell","RNF144A"
1.01856682033605e-110,1.72123189376296,0.653,0.339,3.41606940204304e-106,"TUBA1A+ ductal cell","FBXW7"
2.97116933406049e-110,1.66155316308103,0.636,0.343,9.96470771257206e-106,"TUBA1A+ ductal cell","MAN1A1"
8.284393396182e-110,2.60380282505362,0.353,0.083,2.77841985721152e-105,"TUBA1A+ ductal cell","GCNT1"
2.05838843092994e-109,1.52660284392787,0.542,0.207,6.90342311965284e-105,"TUBA1A+ ductal cell","NLGN1"
3.11710405559952e-109,2.0005593375997,0.466,0.171,1.04541435816697e-104,"TUBA1A+ ductal cell","RAB3C"
1.25387076033964e-108,1.11357097707644,0.68,0.37,4.20523175602709e-104,"TUBA1A+ ductal cell","RAP1GAP2"
1.69128894592789e-108,3.10446341692695,0.27,0.037,5.67224486685294e-104,"TUBA1A+ ductal cell","FEV"
5.74837931251594e-108,2.26739267856779,0.496,0.197,1.9278914538316e-103,"TUBA1A+ ductal cell","USP25"
2.57316586305393e-107,1.32511321417775,0.651,0.319,8.62988367151027e-103,"TUBA1A+ ductal cell","MIR7-3HG"
2.70897536673596e-107,1.67313474792168,0.366,0.087,9.08536158495907e-103,"TUBA1A+ ductal cell","SEMA3E"
3.94238147761056e-106,2.35094890402233,0.387,0.111,1.32219589996103e-101,"TUBA1A+ ductal cell","FGF12"
5.45220294704651e-106,1.12857943798528,0.728,0.426,1.82855982438046e-101,"TUBA1A+ ductal cell","C12orf75"
1.27484897032756e-105,1.28718843153604,0.75,0.465,4.27558847668457e-101,"TUBA1A+ ductal cell","SIK3"
1.84833797583785e-105,2.87412597390891,0.307,0.059,6.19895590336498e-101,"TUBA1A+ ductal cell","CRH"
3.68655334547725e-105,1.76254404752343,0.499,0.195,1.23639626100616e-100,"TUBA1A+ ductal cell","RGS17"
1.00095008980727e-104,1.6859486823957,0.539,0.24,3.35698641119561e-100,"TUBA1A+ ductal cell","PARM1"
2.25050084095451e-104,2.35851618780319,0.321,0.066,7.54772972039324e-100,"TUBA1A+ ductal cell","OSBPL6"
2.46867379386124e-104,2.92932246203474,0.273,0.041,8.27943816985183e-100,"TUBA1A+ ductal cell","TENM4"
1.91242391183935e-103,2.57156442885624,0.36,0.097,6.41388731552682e-99,"TUBA1A+ ductal cell","CFC1"
2.36625389448642e-103,1.79022980790951,0.435,0.142,7.93594231132856e-99,"TUBA1A+ ductal cell","NOVA1"
3.92888063613105e-103,1.12845317006246,0.71,0.397,1.31766798774563e-98,"TUBA1A+ ductal cell","AHI1"
6.83761613103901e-103,2.51013793500707,0.329,0.073,2.29319969802786e-98,"TUBA1A+ ductal cell","NPNT"
8.80680428497996e-102,1.80346530417717,0.507,0.206,2.95362602109658e-97,"TUBA1A+ ductal cell","MAFB"
1.49454194615201e-101,1.11499521472402,0.808,0.657,5.01239477900462e-97,"TUBA1A+ ductal cell","NENF"
4.59483616007395e-100,2.61693746744226,0.319,0.071,1.5410161513656e-95,"TUBA1A+ ductal cell","FAM135B"
6.07537545255655e-100,3.70271728936875,0.222,0.022,2.03755941927842e-95,"TUBA1A+ ductal cell","AL138694.1"
1.20633473319871e-99,1.56909693017422,0.511,0.206,4.04580542820184e-95,"TUBA1A+ ductal cell","RCAN2"
2.17947388432505e-98,1.84351196655471,0.447,0.164,7.30951951324936e-94,"TUBA1A+ ductal cell","SLC7A8"
3.71609245510319e-98,1.38128326183663,0.677,0.393,1.24630308759251e-93,"TUBA1A+ ductal cell","CAMK2D"
4.00379037274708e-98,2.31468402712794,0.331,0.08,1.34279121521192e-93,"TUBA1A+ ductal cell","CPNE4"
3.05929774018197e-97,1.68233376635387,0.488,0.193,1.02602727610223e-92,"TUBA1A+ ductal cell","SESN1"
6.52247158397351e-96,2.86507202024156,0.287,0.058,2.18750651983303e-91,"TUBA1A+ ductal cell","MAMLD1"
7.4855976487006e-95,1.05442205129753,0.813,0.693,2.51051973942121e-90,"TUBA1A+ ductal cell","ERP29"
3.24249424636178e-94,1.03869103262923,0.744,0.512,1.08746772034482e-89,"TUBA1A+ ductal cell","PLD3"
4.04010909821106e-94,1.4967274493094,0.527,0.239,1.35497178935803e-89,"TUBA1A+ ductal cell","APLP1"
6.79471883972944e-94,1.37081898284919,0.438,0.153,2.27881280446846e-89,"TUBA1A+ ductal cell","RASGEF1B"
2.1699474589855e-93,1.54937064546939,0.562,0.273,7.27756978794558e-89,"TUBA1A+ ductal cell","SMARCA2"
3.60357189753317e-93,2.87688035481261,0.298,0.068,1.20856594299468e-88,"TUBA1A+ ductal cell","TMEM45B"
4.14561591198892e-93,1.34807328127476,0.722,0.523,1.39035666456284e-88,"TUBA1A+ ductal cell","BEX3"
1.06386694217183e-92,1.75013525631169,0.442,0.158,3.56799695065589e-88,"TUBA1A+ ductal cell","KCNMB2-AS1"
1.12987313871577e-92,1.61460752096207,0.481,0.196,3.78936853262494e-88,"TUBA1A+ ductal cell","TOX"
1.88346603472911e-92,1.95822768048673,0.451,0.169,6.31676838727449e-88,"TUBA1A+ ductal cell","CPNE8"
3.80508832069935e-91,1.34125636359622,0.554,0.271,1.27615052099615e-86,"TUBA1A+ ductal cell","TENT5A"
7.06091612612594e-91,1.560805308644,0.504,0.207,2.36809005038012e-86,"TUBA1A+ ductal cell","AUTS2"
9.22536428304592e-91,1.50540248676426,0.634,0.366,3.09400267324794e-86,"TUBA1A+ ductal cell","RUFY3"
1.36901179305609e-90,1.96671028380924,0.423,0.158,4.59139175155153e-86,"TUBA1A+ ductal cell","DAPK2"
4.66586481185177e-90,1.70171472676129,0.476,0.19,1.56483774059885e-85,"TUBA1A+ ductal cell","PDE10A"
3.20174786207588e-89,2.29437714546215,0.319,0.08,1.07380219798301e-84,"TUBA1A+ ductal cell","KCTD12"
3.20783054864851e-89,1.80205422135414,0.404,0.136,1.07584220940574e-84,"TUBA1A+ ductal cell","CEP126"
1.19257506402127e-88,1.39151555466655,0.478,0.19,3.99965824971453e-84,"TUBA1A+ ductal cell","MYO3A"
5.22839985795157e-88,1.49167500920684,0.621,0.368,1.7535007443598e-83,"TUBA1A+ ductal cell","MAP7"
5.95693910074134e-88,1.10087145626318,0.723,0.455,1.99783823560663e-83,"TUBA1A+ ductal cell","ERC1"
9.95684939840517e-88,1.46989821113513,0.517,0.236,3.33932815123713e-83,"TUBA1A+ ductal cell","PPP1R1A"
1.21411024971351e-87,1.36764481526864,0.431,0.156,4.07188295548917e-83,"TUBA1A+ ductal cell","ROBO2"
6.07818946970989e-87,1.77400392733666,0.524,0.257,2.0385031843513e-82,"TUBA1A+ ductal cell","RAB3GAP2"
6.12721922687817e-87,3.2763702364018,0.247,0.045,2.0549467843104e-82,"TUBA1A+ ductal cell","AC099509.1"
8.92711007481321e-87,1.94631745519715,0.403,0.146,2.99397417689085e-82,"TUBA1A+ ductal cell","SMARCA1"
2.17245416135786e-85,1.75285949372762,0.397,0.135,7.285976766362e-81,"TUBA1A+ ductal cell","CSRNP3"
2.54952130321655e-85,3.22056132781756,0.218,0.03,8.55058454672767e-81,"TUBA1A+ ductal cell","KIAA1549L"
2.7084791664708e-85,1.87735746936389,0.371,0.12,9.08369742850978e-81,"TUBA1A+ ductal cell","UNC13A"
3.07141941080858e-85,1.73497054922725,0.435,0.175,1.03009264199698e-80,"TUBA1A+ ductal cell","RAB3B"
4.67712991879584e-85,3.29595364403085,0.217,0.03,1.56861583216575e-80,"TUBA1A+ ductal cell","STK32A"
5.01462966783626e-85,1.60813681246417,0.478,0.207,1.68180649799892e-80,"TUBA1A+ ductal cell","GNAI1"
6.94784305451023e-85,1.28824883448889,0.707,0.54,2.33016760362164e-80,"TUBA1A+ ductal cell","NAA20"
1.14868288626976e-84,1.36076001740093,0.465,0.19,3.85245266397153e-80,"TUBA1A+ ductal cell","ISL1"
1.85381219697742e-84,1.51744987511952,0.459,0.188,6.21731534622287e-80,"TUBA1A+ ductal cell","STMN2"
3.29222605428471e-84,1.66378488867571,0.455,0.187,1.10414677408601e-79,"TUBA1A+ ductal cell","NEUROD1"
8.1988554239537e-84,2.84668375498234,0.232,0.038,2.74973213208559e-79,"TUBA1A+ ductal cell","SLC7A14"
1.48990948993656e-83,1.45790972380077,0.435,0.167,4.99685844734922e-79,"TUBA1A+ ductal cell","RIMBP2"
1.54621107879073e-83,2.41623870215999,0.289,0.069,5.18568271604836e-79,"TUBA1A+ ductal cell","MBOAT2"
1.67088556432707e-83,1.89042831143394,0.504,0.241,5.60381600564014e-79,"TUBA1A+ ductal cell","FAM135A"
2.52182359152177e-83,1.48858791771571,0.429,0.164,8.45769196124571e-79,"TUBA1A+ ductal cell","MARK1"
3.1483828671354e-83,1.37408361246906,0.542,0.26,1.05590464597987e-78,"TUBA1A+ ductal cell","CDC42EP3"
5.74386769605155e-83,2.17659548088705,0.319,0.087,1.92637834790177e-78,"TUBA1A+ ductal cell","SPC25"
1.75456483841526e-82,1.61329586130691,0.431,0.166,5.8844595550771e-78,"TUBA1A+ ductal cell","HMGCLL1"
1.92862149075736e-82,2.03661719138102,0.375,0.132,6.46821075570203e-78,"TUBA1A+ ductal cell","CALY"
2.13656882059409e-82,1.68489289112206,0.647,0.423,7.16562451050844e-78,"TUBA1A+ ductal cell","DTNA"
7.80629427785635e-82,1.52437737033372,0.498,0.231,2.61807497490746e-77,"TUBA1A+ ductal cell","SCGB2A1"
1.85941658301083e-81,1.42558221163153,0.53,0.257,6.23611133610174e-77,"TUBA1A+ ductal cell","ATP2B1"
2.94004942377087e-81,1.33038738526744,0.509,0.23,9.86033775744275e-77,"TUBA1A+ ductal cell","MTSS1"
3.4670636958088e-81,1.05528457041688,0.704,0.445,1.16278382230036e-76,"TUBA1A+ ductal cell","GPHN"
