"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.45904726922853e-187,1.33899959613321,0.995,0.914,2.83699527315386e-182,"Glial cell","RPS20"
3.36379206644079e-185,1.00263270043643,0.998,0.97,1.12814858324291e-180,"Glial cell","RPL7A"
8.11607804752955e-185,1.03649561725305,0.998,0.973,2.72197025558046e-180,"Glial cell","RPS4X"
9.98470486484204e-184,1.05502237351696,0.998,0.961,3.34867031757072e-179,"Glial cell","RPS28"
1.14705244316725e-183,1.14728835430662,1,0.966,3.84698448389433e-179,"Glial cell","RPS8"
1.58122950706664e-183,2.05232921942197,0.637,0.113,5.30312752080009e-179,"Glial cell","CASP4"
1.35233701134354e-181,3.21219119368974,0.372,0.028,4.53546786864396e-177,"Glial cell","DPEP1"
3.70595513684263e-177,1.72944319712631,0.598,0.101,1.24290323379428e-172,"Glial cell","TCIM"
2.3178672445671e-176,2.06267438847517,0.606,0.105,7.77366316482915e-172,"Glial cell","MPST"
7.67698397471787e-176,3.49129204382961,0.394,0.037,2.57470688544088e-171,"Glial cell","CATSPERB"
1.02071384570783e-174,4.27238451365372,0.273,0.009,3.42327009573492e-170,"Glial cell","GJB1"
7.42469485762265e-173,1.16165308327561,0.998,0.95,2.49009416134948e-168,"Glial cell","RPL27A"
1.04289563484785e-171,2.31981518544349,0.568,0.099,3.49766338015274e-167,"Glial cell","KRTCAP3"
6.86811120345748e-171,1.71266622046069,0.907,0.344,2.30342713541557e-166,"Glial cell","EIF4EBP1"
1.34500983933694e-170,1.07594871554008,0.995,0.944,4.51089399916825e-166,"Glial cell","RPS25"
1.44465711730942e-170,2.25029989862314,0.587,0.102,4.84509104003234e-166,"Glial cell","SLC25A37"
2.34192009191615e-168,1.08242097152653,0.997,0.909,7.85433160426837e-164,"Glial cell","RPS21"
4.71324355623061e-168,2.1737121877763,0.648,0.135,1.58072762388862e-163,"Glial cell","IMPA2"
1.99130689137763e-167,2.19956869826973,0.739,0.201,6.67844505230231e-163,"Glial cell","DUSP23"
3.17840623950163e-167,1.50447510678871,0.895,0.293,1.06597388460406e-162,"Glial cell","BACE2"
1.49521496040937e-166,1.02472923488567,1,0.98,5.01465193422096e-162,"Glial cell","RPL21"
3.5672528197401e-166,2.90022347202148,0.438,0.056,1.19638525068443e-161,"Glial cell","AKR1C1"
1.30763092987103e-165,4.70651599417772,0.239,0.005,4.38553261260144e-161,"Glial cell","SERPINI2"
5.83261782935884e-165,4.09286560609219,0.264,0.009,1.95614336761037e-160,"Glial cell","ERP27"
1.04609468257233e-164,5.25502693825351,0.235,0.004,3.5083923464111e-160,"Glial cell","LINC02478"
2.0496642681869e-163,2.23409113737478,0.631,0.133,6.87416402264523e-159,"Glial cell","AGTRAP"
5.84978566560251e-163,1.10191858964102,1,0.988,1.96190111652977e-158,"Glial cell","FTH1"
2.18628344319293e-162,1.85005221274994,0.967,0.616,7.33235741178045e-158,"Glial cell","RPL36A"
1.05825339706108e-161,6.01870178638342,0.226,0.003,3.54917024306344e-157,"Glial cell","CLPSL1"
3.24570675597649e-160,5.4101191230828,0.223,0.003,1.08854513181939e-155,"Glial cell","SLC39A5"
6.33538222497692e-160,1.86631868015759,0.816,0.276,2.12476049061276e-155,"Glial cell","IMPDH2"
1.7553791178961e-159,1.18529697168124,0.997,0.903,5.88719048559994e-155,"Glial cell","RPL27"
1.10383850337329e-158,1.36430684446024,0.997,0.905,3.70205357261334e-154,"Glial cell","TMSB4X"
7.76377409583368e-157,1.7002381579734,0.681,0.153,2.6038145562607e-152,"Glial cell","BAIAP2L1"
1.06546547505189e-156,2.31841566145315,0.408,0.047,3.57335811022902e-152,"Glial cell","FAM129A"
1.2961942247703e-155,3.68899477523529,0.257,0.01,4.34717619103463e-151,"Glial cell","HHLA2"
1.82172940228158e-152,3.11511646203455,0.421,0.058,6.10971606937198e-148,"Glial cell","F3"
3.40200140455575e-152,2.67953244311646,0.769,0.268,1.14096323105991e-147,"Glial cell","MT1E"
8.6499919462703e-152,3.87568938833992,0.279,0.016,2.90103429894013e-147,"Glial cell","AKR7A3"
3.05300457019514e-150,1.7938931488715,0.997,0.898,1.02391667275205e-145,"Glial cell","ACTG1"
4.73561047077594e-150,1.40520572993429,0.984,0.736,1.58822903968883e-145,"Glial cell","HNRNPA1"
4.2851634024691e-149,1.10584157869447,0.995,0.909,1.43715810192009e-144,"Glial cell","RPL38"
5.76747036202009e-149,3.68357762068473,0.352,0.038,1.9342942100143e-144,"Glial cell","SLC6A8"
3.98237951625533e-148,1.41622455732976,0.746,0.198,1.33561044216171e-143,"Glial cell","LDHB"
2.30180948543826e-147,5.20371835602671,0.209,0.003,7.71980865226284e-143,"Glial cell","HTR3A"
1.19005392182224e-146,5.45219419365155,0.203,0.003,3.99120284300744e-142,"Glial cell","TMEM52"
4.26138782790282e-146,2.14674998030198,0.601,0.136,1.42918424972205e-141,"Glial cell","MTHFD2"
2.16651809826257e-144,1.34980025316314,0.992,0.869,7.26606839795302e-140,"Glial cell","RPL31"
2.32843340791778e-144,3.96118869558915,0.256,0.013,7.80909996347465e-140,"Glial cell","ANXA10"
5.23704519703005e-144,1.02916709057542,0.995,0.874,1.75640021817994e-139,"Glial cell","RPL4"
5.79353352446148e-144,1.63862239431502,0.934,0.571,1.94303527343389e-139,"Glial cell","RPS17"
2.54816135611388e-143,4.11806149073438,0.237,0.009,8.54602355613475e-139,"Glial cell","NRG4"
1.72940688991531e-142,1.68528841382187,0.747,0.207,5.80008482739798e-138,"Glial cell","TMBIM1"
8.848067695384e-142,1.06109115332484,0.997,0.97,2.96746494367789e-137,"Glial cell","TPT1"
4.44650932192288e-141,2.05092570261442,0.84,0.342,1.4912702963865e-136,"Glial cell","CYB5A"
1.66195177124104e-140,1.55200091560363,0.914,0.466,5.57385385038819e-136,"Glial cell","ATF4"
5.58220500117301e-140,2.61007318505293,0.273,0.018,1.8721599132934e-135,"Glial cell","PLTP"
1.68717415392878e-139,1.14074005035572,0.991,0.72,5.65844467744633e-135,"Glial cell","EDF1"
2.94016447754509e-139,3.0023802122735,0.317,0.03,9.86072362479071e-135,"Glial cell","AC013652.1"
1.44210448085553e-138,1.20193241290475,0.987,0.649,4.83653000789329e-134,"Glial cell","S100A11"
1.00098276570692e-137,1.43002783390558,0.405,0.054,3.35709599962786e-133,"Glial cell","PRSS8"
1.300978637126e-137,2.66688073957967,0.32,0.032,4.36322215319317e-133,"Glial cell","KCNQ3"
2.36184573562177e-137,1.06712198286921,0.997,0.905,7.9211582281283e-133,"Glial cell","PTMA"
1.20137183393773e-132,3.3064677227264,0.239,0.013,4.02916085666037e-128,"Glial cell","ATP10B"
1.70442006365331e-132,2.50154258356324,0.344,0.04,5.71628400948048e-128,"Glial cell","QPRT"
4.5306768845833e-132,3.39313813358245,0.239,0.013,1.51949841355155e-127,"Glial cell","SLC43A1"
9.35516979183934e-132,2.36377726368331,0.361,0.045,3.13753684478708e-127,"Glial cell","RHOD"
3.02018651397072e-131,1.37443454819796,0.509,0.092,1.0129101530555e-126,"Glial cell","CDC42EP1"
3.67804145363884e-131,2.83900978539755,0.272,0.02,1.23354154272139e-126,"Glial cell","LRG1"
9.41124109778079e-130,2.28203739799438,0.349,0.045,3.15634203937372e-125,"Glial cell","LYZ"
2.93594238303482e-129,4.17647552625788,0.207,0.007,9.84656356422218e-125,"Glial cell","AL049839.2"
3.56737136340551e-128,1.43296547320714,0.906,0.43,1.19642500785894e-123,"Glial cell","TKT"
3.97587723970328e-128,1.0462565511028,0.779,0.237,1.33342970865169e-123,"Glial cell","SERINC2"
7.18251981146035e-127,1.86351136160036,0.367,0.05,2.40887349436757e-122,"Glial cell","TMC5"
1.85822991584846e-126,1.26694913171358,0.41,0.062,6.23213149177256e-122,"Glial cell","CLDN10"
2.04331764435914e-125,3.95090955896767,0.206,0.008,6.85287871565169e-121,"Glial cell","BCL2L15"
2.6145577638977e-124,1.62429789997714,0.443,0.075,8.76870382856012e-120,"Glial cell","OSMR"
8.39778572661937e-124,5.14392312990878,0.177,0.003,2.81644937699361e-119,"Glial cell","IL22RA1"
1.4153338224486e-122,1.90598304537159,0.642,0.181,4.74674657372811e-118,"Glial cell","SLC39A14"
1.30970217487002e-121,4.18638216495097,0.22,0.012,4.39247915407908e-117,"Glial cell","AKR1C2"
1.45307276635419e-120,3.58975774792224,0.473,0.108,4.87331544379869e-116,"Glial cell","G0S2"
1.64035389574587e-120,2.09561802325342,0.366,0.052,5.50141889555248e-116,"Glial cell","SDCBP2"
1.79159711499158e-119,1.73497542204824,0.392,0.061,6.00865840425876e-115,"Glial cell","MET"
3.14564218449678e-119,1.59294943727399,0.694,0.213,1.05498547583653e-114,"Glial cell","CEBPD"
3.34643277193496e-118,2.25252246097627,0.301,0.033,1.12232662305155e-113,"Glial cell","CNN2"
1.75789637982096e-116,3.04416911562488,0.703,0.32,5.89563287864354e-112,"Glial cell","C15orf48"
1.98460666461742e-116,2.2220311667666,0.361,0.053,6.65597383179391e-112,"Glial cell","CPM"
2.65137782613791e-116,2.35207654002595,0.366,0.056,8.89219095330132e-112,"Glial cell","TCEA3"
1.0200475192085e-114,1.19544387339485,0.772,0.267,3.42103536992148e-110,"Glial cell","CLDN4"
2.72481969957856e-114,1.42845502611169,0.892,0.491,9.13850030844656e-110,"Glial cell","RPL17"
2.97316763628675e-114,1.31863038895958,0.9,0.458,9.97140961857851e-110,"Glial cell","POLR1D"
6.74539383701652e-114,1.50171267409796,0.355,0.051,2.2622701850586e-109,"Glial cell","CLDN1"
2.75198481354664e-113,1.10968977909126,0.978,0.65,9.22960666767272e-109,"Glial cell","PABPC1"
4.86588053966293e-113,4.3465108264832,0.19,0.008,1.63191901539215e-108,"Glial cell","B3GNT7"
2.30697117627843e-112,6.97270091867295,0.462,0.122,7.73711993100258e-108,"Glial cell","REG3A"
1.26718012678378e-111,1.61437154984345,0.595,0.154,4.24986870920744e-107,"Glial cell","EFHD2"
3.53940544334912e-110,5.15628034621758,0.171,0.005,1.18704579759043e-105,"Glial cell","CPA4"
1.23847328605291e-109,1.96691752393787,0.325,0.047,4.15359170676426e-105,"Glial cell","CXCL2"
2.4206465756961e-109,1.10101739979207,0.89,0.373,8.11836448556958e-105,"Glial cell","VAMP8"
2.59685879003486e-109,1.14694877181755,0.741,0.231,8.70934501001891e-105,"Glial cell","TSPO"
5.51523326738459e-109,1.09243958867642,0.989,0.811,1.84969893321544e-104,"Glial cell","TMSB10"
2.23626593961612e-108,1.88904246145606,0.224,0.017,7.49998870828455e-104,"Glial cell","GAL"
2.0046634077522e-107,1.7544985328107,0.881,0.459,6.72324013691934e-103,"Glial cell","MT2A"
2.46128136591537e-107,1.05073177537547,0.986,0.846,8.25464544500696e-103,"Glial cell","NPM1"
3.00613965828602e-106,3.99243964261063,0.176,0.007,1.00819911859597e-101,"Glial cell","AC087482.1"
3.59524115299559e-106,4.27461366119334,0.16,0.004,1.20577197789166e-101,"Glial cell","MUC3A"
3.60550108017755e-106,3.98086603322244,0.171,0.006,1.20921295226995e-101,"Glial cell","GATA4"
3.89032517887263e-105,2.89233079341601,0.306,0.044,1.3047372584903e-100,"Glial cell","CP"
1.3571059062347e-104,2.68197596866861,0.224,0.018,4.55146178832993e-100,"Glial cell","C6orf132"
2.92304264639443e-104,1.10222663579329,0.991,0.779,9.80330042747765e-100,"Glial cell","RPS10"
6.6363362011218e-104,2.07471910613519,0.309,0.042,2.22569443513223e-99,"Glial cell","TMPRSS2"
7.80696890596968e-104,1.2837840273684,0.557,0.138,2.61830123168411e-99,"Glial cell","HOMER2"
4.47221630822512e-103,3.81537011427352,0.209,0.016,1.49989190545254e-98,"Glial cell","DUOXA2"
2.68622028956721e-102,1.73704182100673,0.341,0.055,9.0090456071505e-98,"Glial cell","LAMB3"
6.53736402877273e-102,1.41881233997823,0.721,0.25,2.1925011479698e-97,"Glial cell","NOSIP"
2.14390764829829e-101,1.54702389404937,0.414,0.082,7.1902374708628e-97,"Glial cell","SH3BP4"
4.89354141007113e-101,1.21772505450807,0.956,0.582,1.64119591810966e-96,"Glial cell","GSTP1"
5.72212262344432e-100,1.59564777173408,0.678,0.227,1.91908548545076e-95,"Glial cell","SNHG25"
1.54469088641559e-99,1.29969408383133,0.684,0.223,5.1805842948606e-95,"Glial cell","IDH2"
2.40178771710407e-99,1.03570978224031,0.961,0.579,8.05511564562363e-95,"Glial cell","SAT1"
2.6038292809371e-99,4.00967953099513,0.218,0.02,8.73272264240686e-95,"Glial cell","DUOX2"
4.17993814868117e-99,3.32920709584581,0.181,0.01,1.40186765630469e-94,"Glial cell","STEAP4"
7.88621805229447e-99,4.03431946003207,0.154,0.005,2.64487981037852e-94,"Glial cell","SMIM31"
1.46848862011688e-98,1.39675699850024,0.965,0.702,4.92501713414799e-94,"Glial cell","HSPB1"
1.84055887977917e-98,1.67663695862883,0.432,0.092,6.17286637100337e-94,"Glial cell","NOB1"
1.19946387074994e-97,2.27133771508071,0.308,0.046,4.02276192972116e-93,"Glial cell","NTN4"
2.36937802066502e-97,3.70131172914852,0.173,0.009,7.94642000570634e-93,"Glial cell","PGGHG"
3.55731053283448e-97,1.47411174403884,0.827,0.389,1.19305080650203e-92,"Glial cell","ZNF652"
5.56709094530547e-97,1.57923929318524,0.666,0.225,1.86709096123655e-92,"Glial cell","PGM1"
2.06472080823897e-96,3.9572985945321,0.176,0.01,6.92466064667187e-92,"Glial cell","C6orf222"
7.74920105002528e-96,1.02958118176181,0.837,0.369,2.59892704815748e-91,"Glial cell","TPM1"
1.14357941215959e-95,2.23361689518664,0.452,0.111,3.83533663250084e-91,"Glial cell","ANKRD36C"
2.36530824961001e-95,4.48221831472861,0.151,0.005,7.93277080754206e-91,"Glial cell","MXRA5"
3.14135447710896e-95,1.41404385359282,0.527,0.143,1.0535474645328e-90,"Glial cell","ITGA2"
1.47178141663061e-94,1.05983948380254,0.628,0.195,4.93606051509573e-90,"Glial cell","GLUL"
1.35212300351522e-93,2.78950152512192,0.168,0.009,4.53475012918935e-89,"Glial cell","CXCL12"
1.90694229146516e-93,1.01267630057019,0.724,0.263,6.39550305711584e-89,"Glial cell","SOX4"
4.01488149618668e-93,2.25288251955865,0.314,0.051,1.34651095619109e-88,"Glial cell","PRPS2"
3.12062396596144e-92,2.90001503978631,0.181,0.012,1.04659486570415e-87,"Glial cell","RAB27B"
5.53604406198425e-91,2.3517255012514,0.234,0.026,1.85667845750828e-86,"Glial cell","TRIB2"
2.38710204254539e-90,7.49277104304512,0.116,0,8.00586283028871e-86,"Glial cell","AC007207.2"
8.36112279438497e-90,1.1339046039371,0.987,0.842,2.80415336278083e-85,"Glial cell","RPS26"
1.24637454368825e-89,1.24326580034617,0.325,0.055,4.18009094462166e-85,"Glial cell","LAD1"
2.20580824706068e-89,1.44208213922951,0.504,0.132,7.39783969899209e-85,"Glial cell","AHCY"
4.06031333049357e-89,1.39095068178067,0.52,0.139,1.36174788478093e-84,"Glial cell","OCLN"
4.23956148172816e-89,1.80733594240979,0.279,0.041,1.42186412974199e-84,"Glial cell","CREB3L1"
1.08841272017294e-88,1.495585565126,0.614,0.201,3.65031858091601e-84,"Glial cell","GALNT2"
1.42818627006272e-88,1.40359948885047,0.699,0.259,4.78985111253635e-84,"Glial cell","MCL1"
2.56470977768863e-88,2.60683063607511,0.188,0.015,8.60152365241212e-84,"Glial cell","GATA2-AS1"
2.68833566837504e-88,2.80205698640627,0.212,0.021,9.01614016459621e-84,"Glial cell","IL18"
3.56122445716004e-87,1.43785380092075,0.418,0.103,1.19436345844233e-82,"Glial cell","LCN2"
4.23247290817883e-87,1.45823697182106,0.358,0.069,1.41948676394501e-82,"Glial cell","KIAA1522"
1.25115269034591e-86,1.18058109839026,0.306,0.052,4.19611589288212e-82,"Glial cell","ADIRF"
1.2829871168418e-86,1.07602368554364,0.965,0.652,4.30288219246402e-82,"Glial cell","RPS27L"
4.40898736867108e-86,2.7372050428752,0.267,0.041,1.47868618370491e-81,"Glial cell","C3"
4.73914950285407e-86,1.36193564338394,0.399,0.087,1.5894159602672e-81,"Glial cell","MAP3K20"
1.85258079880604e-85,1.77919692127982,0.237,0.029,6.21318548303569e-81,"Glial cell","SNTB1"
1.04275224394507e-84,3.6191622508208,0.177,0.014,3.49718247574296e-80,"Glial cell","ADH1C"
1.29589802779831e-84,1.04419189639032,0.868,0.416,4.34618280562998e-80,"Glial cell","MARCKS"
2.39883853364801e-84,1.01601601492062,0.677,0.228,8.04522467414868e-80,"Glial cell","PTPRK"
9.4164519540038e-84,4.85387523449388,0.119,0.002,3.1580896563338e-79,"Glial cell","LINC02432"
1.70292505307297e-83,3.12966815380409,0.173,0.013,5.71127004299614e-79,"Glial cell","ARHGDIG"
5.81690794170392e-83,1.93804825613172,0.242,0.033,1.95087458548866e-78,"Glial cell","ITGB6"
9.27904646615988e-83,1.58057326390124,0.455,0.121,3.1120066038207e-78,"Glial cell","LGR4"
1.83172311957063e-82,1.16149225255519,0.67,0.238,6.14323299841599e-78,"Glial cell","MTUS1"
5.03023171560119e-82,4.0992143763137,0.129,0.004,1.68703911277833e-77,"Glial cell","AC011298.1"
5.82082969338832e-82,3.86273709047653,0.124,0.003,1.95218986256857e-77,"Glial cell","TEX11"
7.32460204519932e-82,1.84949270540078,0.465,0.131,2.45652503391895e-77,"Glial cell","FBXO2"
1.10318826408865e-81,1.55508964429197,0.4,0.093,3.69987280010053e-77,"Glial cell","TP53I3"
1.57021476334359e-81,2.83237183898398,0.146,0.007,5.26618627330172e-77,"Glial cell","SERPINA3"
6.19787204599268e-81,1.11452822003208,0.683,0.246,2.07864232678503e-76,"Glial cell","TMEM123"
6.71155825586368e-81,1.34089906370168,0.333,0.067,2.25092240785156e-76,"Glial cell","FLRT2"
2.89005332808922e-80,4.99987116839947,0.257,0.045,9.69266085174562e-76,"Glial cell","OLFM4"
5.29163038204103e-80,1.23433168791635,0.807,0.392,1.77470699752892e-75,"Glial cell","EPB41L4A-AS1"
2.56200221029078e-79,1.39625619523342,0.441,0.112,8.59244301287321e-75,"Glial cell","ZNF524"
3.23883377852539e-78,2.03014699530294,0.261,0.041,1.08624007264185e-73,"Glial cell","ARSE"
9.51524784860738e-77,1.4465223830915,0.783,0.387,3.19122382346594e-72,"Glial cell","TAF1D"
1.0286539398782e-76,1.01839504927215,0.424,0.105,3.44989958356352e-72,"Glial cell","TGIF1"
1.72880074422728e-76,1.60873247628974,0.292,0.053,5.79805193598945e-72,"Glial cell","ITGA6"
2.89832001247302e-76,1.39377009731069,0.44,0.12,9.72038565783202e-72,"Glial cell","TUBB2A"
3.73883879945618e-76,1.6097417788875,0.495,0.15,1.25393175656161e-71,"Glial cell","FAM13A"
6.30601916679128e-76,1.00175042004721,0.856,0.399,2.11491270815846e-71,"Glial cell","EIF3G"
1.1236712541902e-74,1.64136547797907,0.308,0.062,3.76856865230308e-70,"Glial cell","RASSF6"
1.58654885497169e-74,1.94190637850781,0.586,0.223,5.32096754980407e-70,"Glial cell","MT1F"
2.40360037593141e-74,1.79561890845424,0.289,0.054,8.06119494079877e-70,"Glial cell","AC016708.1"
3.10025146506745e-74,1.01861628760128,0.3,0.057,1.03976233635432e-69,"Glial cell","MSC-AS1"
4.45107419768818e-74,1.57515058928368,0.283,0.051,1.49280126442066e-69,"Glial cell","EGFR"
1.62265292001817e-73,1.62195116724931,0.363,0.085,5.44205336315693e-69,"Glial cell","SORD"
1.66686370027936e-73,3.66458648353159,0.118,0.004,5.59032747799692e-69,"Glial cell","KLK11"
1.98297385849842e-73,1.84289895971787,0.268,0.047,6.650497726632e-69,"Glial cell","HNRNPA1P48"
4.17830222743008e-73,1.93233141318956,0.224,0.033,1.4013190010355e-68,"Glial cell","GPRC5A"
6.49980057636952e-73,1.24066031606615,0.32,0.065,2.17990311730281e-68,"Glial cell","TEAD4"
8.21726600143321e-72,1.06835317402589,0.725,0.29,2.75590667156067e-67,"Glial cell","IGBP1"
1.63756462080697e-71,1.14890489861827,0.669,0.261,5.49206422526243e-67,"Glial cell","COMTD1"
1.83336673672105e-71,5.97438273132276,0.094,0.001,6.14874536161507e-67,"Glial cell","AQP8"
2.09434727463798e-71,3.9217035310607,0.119,0.005,7.02402188968086e-67,"Glial cell","MIR217HG"
4.66377590960498e-71,1.71941014498892,0.229,0.034,1.56413716456332e-66,"Glial cell","GALK1"
6.7818179644483e-71,5.35601481272194,0.097,0.001,2.27448610891667e-66,"Glial cell","EPO"
1.31438496285682e-70,1.20167153954851,0.595,0.216,4.40818428842921e-66,"Glial cell","RCC1"
1.04797961722805e-69,1.64730577737317,0.226,0.034,3.51471404025944e-65,"Glial cell","HNF4G"
1.27363857597385e-69,1.11077250070823,0.455,0.132,4.27152905610109e-65,"Glial cell","ETS2"
1.34259794234224e-69,2.85148634699008,0.16,0.015,4.50280497902739e-65,"Glial cell","LINC00342"
1.57132879320918e-69,1.2142688404748,0.584,0.213,5.26992250666495e-65,"Glial cell","FKBP11"
1.86755567205172e-69,1.78485290327753,0.218,0.033,6.26340821292706e-65,"Glial cell","PSAT1"
2.69285944674833e-69,1.62986208335188,0.231,0.036,9.03131201250455e-65,"Glial cell","DLG3"
8.19911275284578e-69,3.1135043117236,0.135,0.009,2.74981843504942e-64,"Glial cell","PRSS16"
1.0206302695907e-68,1.06950800278882,0.722,0.306,3.4229897981533e-64,"Glial cell","TMEM256"
4.17813660620483e-68,1.38061326130373,0.408,0.111,1.40126345498898e-63,"Glial cell","MID1IP1"
4.30597274554621e-67,1.53138164907954,0.284,0.057,1.44413713940129e-62,"Glial cell","GPR160"
9.26449746375798e-67,3.06438336970507,0.146,0.012,3.10712715939515e-62,"Glial cell","PHETA1"
5.47896648851598e-66,2.88549394659321,0.138,0.011,1.83753578091849e-61,"Glial cell","PHYHD1"
7.9856651821934e-66,1.127575601604,0.507,0.161,2.67823238880402e-61,"Glial cell","OXA1L"
1.4019227045669e-65,1.69535283608601,0.235,0.04,4.70176836657647e-61,"Glial cell","TCIRG1"
1.46971973880055e-65,1.34605777101547,0.367,0.095,4.92914605998929e-61,"Glial cell","PGM2L1"
4.37368000661056e-65,1.52686662261934,0.235,0.04,1.46684480061705e-60,"Glial cell","TMEM98"
6.32407936362316e-65,1.8874060639666,0.212,0.033,2.12096973697194e-60,"Glial cell","OAF"
3.72901807523193e-64,1.12395153990257,0.349,0.085,1.25063808207128e-59,"Glial cell","POLE4"
6.3507703288392e-64,1.13350838061006,0.443,0.131,2.12992135288609e-59,"Glial cell","FAM129B"
4.01662793713081e-63,2.03184752499766,0.182,0.024,1.34709667755493e-58,"Glial cell","INAVA"
1.70839278896551e-62,1.55637817659834,0.275,0.058,5.72960773563253e-58,"Glial cell","ZNF581"
3.87525037963598e-62,1.35589265923512,0.261,0.053,1.29968147232232e-57,"Glial cell","MYC"
6.01608336565731e-62,1.15583499084214,0.623,0.254,2.01767403917415e-57,"Glial cell","JPT1"
6.70904812549764e-62,2.07207335418942,0.181,0.024,2.2500805603294e-57,"Glial cell","NLE1"
1.28180597047144e-61,1.10729218126533,0.402,0.113,4.29892086376711e-57,"Glial cell","SAV1"
1.60994294723444e-61,1.41066982045454,0.323,0.079,5.39942665643488e-57,"Glial cell","MSRB1"
4.44287633487433e-61,1.14370762878851,0.427,0.127,1.49005186519015e-56,"Glial cell","ESRRA"
9.51083978181758e-61,2.02340314155797,0.264,0.057,3.18974544602598e-56,"Glial cell","AC025580.2"
3.67735743215791e-60,1.04453749747907,0.432,0.13,1.23331213559712e-55,"Glial cell","MKNK2"
6.28550685398481e-60,2.02901334521454,0.165,0.02,2.10803328868942e-55,"Glial cell","NECTIN4"
8.12320754796627e-60,1.7504969359764,0.196,0.03,2.72436134743693e-55,"Glial cell","BICDL2"
1.46807327681952e-59,6.67318341062563,0.077,0,4.92362415579732e-55,"Glial cell","PTF1A"
1.80542845870793e-59,3.78126114509499,0.1,0.004,6.05504596481467e-55,"Glial cell","SPX"
6.43932774539094e-59,5.40160169083534,0.08,0.001,2.15962173924921e-54,"Glial cell","FSCN2"
8.22958274757577e-59,1.12557594325858,0.256,0.052,2.76003746188196e-54,"Glial cell","GIPC2"
1.00454102631616e-58,3.73515471181313,0.104,0.005,3.36902969405915e-54,"Glial cell","EGF"
2.06219521777994e-58,1.26759021482852,0.248,0.051,6.91619032139035e-54,"Glial cell","KLF5"
2.47590854024073e-58,1.47744320383485,0.242,0.047,8.30370206225936e-54,"Glial cell","RAB3D"
3.0492533633624e-58,1.04979370847173,0.788,0.403,1.02265859300448e-53,"Glial cell","SRI"
5.9206718537644e-58,1.66006997411195,0.177,0.025,1.9856749263155e-53,"Glial cell","ADGRE5"
2.75570959932142e-57,1.64979063276554,0.209,0.036,9.24209885420419e-53,"Glial cell","RETSAT"
8.57179079519298e-57,1.31705095594612,0.253,0.053,2.87480719689182e-52,"Glial cell","BBC3"
2.49223174277733e-56,2.24058374257055,0.141,0.015,8.35844681892661e-52,"Glial cell","REEP6"
3.02192861205948e-56,1.64104884078192,0.166,0.023,1.01349441791251e-51,"Glial cell","RHOV"
1.03653364532012e-55,3.28738777531299,0.104,0.006,3.47632653967463e-51,"Glial cell","KCTD14"
2.84831921146402e-55,2.84440253419847,0.113,0.008,9.55269297140801e-51,"Glial cell","TRIM54"
4.24966669886373e-55,1.83862376065743,0.182,0.029,1.42525321746492e-50,"Glial cell","CGNL1"
1.01540198739607e-54,1.81012278050289,0.199,0.035,3.40545518532892e-50,"Glial cell","TPRN"
1.38166457825011e-54,1.37812068544902,0.424,0.145,4.63382666253522e-50,"Glial cell","TXNIP"
1.48176963799993e-54,1.21150478334376,0.358,0.103,4.96955901192416e-50,"Glial cell","SRD5A3"
2.70823562438761e-54,1.06244448511213,0.361,0.103,9.08288063707117e-50,"Glial cell","TRAF4"
4.56471482012545e-54,1.91223932893941,0.221,0.045,1.53091405637367e-49,"Glial cell","AMY2B"
8.23424401387606e-54,1.41746403635537,0.305,0.081,2.76160075737375e-49,"Glial cell","CYP3A5"
1.56927612348354e-53,1.49979590194399,0.235,0.05,5.26303826293909e-49,"Glial cell","DHCR24"
1.76926765509349e-53,1.70551935181315,0.201,0.036,5.93376986165255e-49,"Glial cell","GLIPR1"
6.7910604408362e-53,1.10677391306593,0.281,0.069,2.27758585064765e-48,"Glial cell","PHGDH"
2.719408269153e-52,1.54002711781797,0.256,0.06,9.12035145308534e-48,"Glial cell","AOX1"
3.79960354089469e-52,1.04533663483352,0.399,0.125,1.27431103554526e-47,"Glial cell","STXBP2"
2.5340259085776e-51,1.33994020525042,0.182,0.031,8.49861609218757e-47,"Glial cell","SEMA3B"
2.92099860059654e-51,3.04542845016261,0.11,0.009,9.79644510668067e-47,"Glial cell","AKR1B10"
4.64697674224701e-51,1.79977316200457,0.155,0.022,1.5585030598148e-46,"Glial cell","AP001453.2"
1.01005045186438e-50,1.84360699741833,0.21,0.043,3.38750720546275e-46,"Glial cell","COLCA1"
1.20559884393525e-50,1.0360938801458,0.396,0.125,4.04333740279003e-46,"Glial cell","GFER"
1.34676137586764e-50,1.00136216452382,0.35,0.103,4.5167683023849e-46,"Glial cell","C12orf45"
1.37569997487758e-50,3.22534151906745,0.097,0.006,4.61382257574443e-46,"Glial cell","HAMP"
1.91659362311639e-49,1.1963343927921,0.275,0.069,6.42787169320776e-45,"Glial cell","BCL3"
4.76349642099777e-49,1.91011736330885,0.184,0.034,1.59758142967423e-44,"Glial cell","LYPD1"
5.05216744226565e-49,1.27621752850315,0.25,0.06,1.69439591678706e-44,"Glial cell","TRIM47"
5.21394040700114e-49,1.02450992431966,0.462,0.166,1.74865133370004e-44,"Glial cell","LASP1"
5.8719142040575e-49,1.05671478738607,0.322,0.092,1.9693225857568e-44,"Glial cell","FAM89B"
